"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Jamaica","JAM","Population ages 15-64, male","SP.POP.1564.MA.IN","414756","416094","418490","421918","425645","428745","429130","428759","428647","429945","433272","440310","449167","459789","471754","484657","502725","519659","535404","550272","564818","580895","597560","614312","630497","645545","656224","665673","674009","681318","688033","697698","707110","716561","726625","737417","748072","758963","769707","779764","788992","797605","806302","815240","824482","834096","847232","860119","873321","887242","901637","913836","926758","939722","951310","960508","967538","",
"Jordan","JOR","Population ages 15-64, male","SP.POP.1564.MA.IN","250027","260060","269376","279641","292947","310552","333516","362058","393529","424594","453200","472513","488532","502600","516689","532119","537266","546143","558808","574910","594267","621645","651532","684309","720004","757754","793254","830737","870940","915203","965128","1042819","1125794","1211028","1293872","1369920","1411488","1446164","1476039","1504152","1533506","1564952","1599543","1639679","1687709","1744703","1812917","1890968","1978788","2076641","2183920","2301947","2429649","2560563","2686862","2803630","2902744","",
"Japan","JPN","Population ages 15-64, male","SP.POP.1564.MA.IN","28971531","30093982","30775000","31508447","32231877","32918946","33426920","33926169","34182107","34978008","35390687","35829481","36238505","36400712","36979506","37507892","37650529","37987763","38379502","38765987","39121541","39574061","39943335","40300957","40696911","41166277","41586924","42047790","42522968","42949559","43259901","43497593","43639004","43721923","43819017","43923487","43930187","43903639","43874944","43798369","43708425","43615711","43524589","43419535","43215783","42973910","42759202","42544869","42276583","41951395","41604067","41139062","40664847","40193954","39748533","39349757","38990759","",
"Kazakhstan","KAZ","Population ages 15-64, male","SP.POP.1564.MA.IN","2630771","2708514","2787421","2868245","2951352","3037768","3114139","3196805","3285391","3377078","3470360","3574614","3671758","3765226","3861071","3961036","4036047","4115462","4194820","4267722","4333308","4407416","4473801","4535385","4599256","4669088","4743313","4821019","4893248","4990384","5034942","5059144","5054498","5025609","4963042","4891841","4838527","4786107","4729261","4709302","4718395","4750431","4785014","4834467","4904602","4988207","5065458","5151923","5242449","5400993","5480728","5530334","5569562","5602159","5632789","5662764","5682232","",
"Kenya","KEN","Population ages 15-64, male","SP.POP.1564.MA.IN","2055497","2092549","2135779","2185593","2242321","2306008","2366042","2435046","2511803","2594432","2681890","2765705","2855566","2951676","3054833","3165471","3272736","3389757","3515800","3649785","3791225","3932261","4081876","4240286","4408360","4586626","4760776","4947131","5145254","5355283","5577804","5800910","6041803","6296575","6558360","6822625","7069662","7309934","7551699","7807404","8082773","8335688","8618387","8920553","9226028","9527165","9829101","10125657","10424631","10741108","11083373","11438366","11824738","12235420","12657390","13083565","13523226","",
"Kyrgyz Republic","KGZ","Population ages 15-64, male","SP.POP.1564.MA.IN","568928","578305","585645","594248","605284","618575","633935","652973","675655","699525","722450","747310","773464","800301","829806","860693","889972","920278","950705","980909","1009732","1036576","1062800","1088663","1113329","1136679","1157103","1178984","1199946","1224884","1247963","1263447","1274568","1273210","1273155","1288593","1316065","1345355","1377866","1412510","1446359","1475417","1507132","1544386","1586610","1627866","1658795","1686631","1711962","1739017","1763579","1785156","1813100","1845346","1876411","1906840","1932008","",
"Cambodia","KHM","Population ages 15-64, male","SP.POP.1564.MA.IN","1482677","1514104","1543395","1572175","1603539","1638883","1667280","1698187","1732398","1769663","1809475","1855167","1903126","1944861","1972207","1981120","1946308","1892524","1831763","1777416","1739415","1763718","1799374","1845340","1902481","1967628","1998872","2054590","2122304","2184009","2232799","2296827","2346421","2392108","2452605","2537225","2622574","2736188","2875268","3026158","3176898","3314338","3435508","3542652","3644842","3750129","3863262","3976963","4093092","4208745","4320291","4419492","4524585","4629294","4726949","4815200","4902131","",
"Kiribati","KIR","Population ages 15-64, male","SP.POP.1564.MA.IN","10307","10459","10651","10894","11155","11432","11693","11978","12284","12622","12981","13354","13725","14112","14500","14892","15269","15607","15925","16237","16554","16736","16984","17284","17602","17928","18364","18767","19140","19510","19880","20055","20250","20466","20699","20952","21303","21669","22071","22552","23120","23681","24395","25210","26015","26747","27622","28272","28822","29426","30158","30716","31449","32267","33017","33636","34269","",
"St. Kitts and Nevis","KNA","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 15-64, male","SP.POP.1564.MA.IN","6642501","6795570","6983784","7199952","7418464","7636385","7870181","8087046","8309598","8551637","8819361","9078632","9352680","9637636","9934005","10242925","10538843","10860009","11193178","11524893","11851977","12199692","12523561","12832214","13130490","13428547","13697323","14015042","14359466","14691203","14984077","15287209","15529522","15728382","15935461","16176129","16348547","16580824","16807728","17012709","17197847","17383672","17491439","17566627","17636366","17706280","17843999","17993764","18201425","18362371","18506679","18676117","18793440","18883767","18988155","19052983","19085917","",
"Kuwait","KWT","Population ages 15-64, male","SP.POP.1564.MA.IN","121227","133337","146906","161305","176200","191288","202615","214461","226070","236824","246792","258775","269738","281211","295485","313963","344016","379314","417925","456604","492987","525328","553015","578771","607476","641835","677914","722104","765325","795482","806003","795403","","","","668506","683583","725379","781951","837183","881210","913519","936286","955077","978229","1011426","1061948","1121075","1188012","1262496","1344038","1431200","1527164","1624944","1714392","1788486","1835947","",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 15-64, male","SP.POP.1564.MA.IN","55180847","56506498","57864747","59287293","60826849","62507973","64109091","65894323","67823058","69830990","71887501","73938028","76034469","78193240","80447189","82807935","85095265","87480396","89954833","92502093","95112282","97666957","100302921","103000255","105743919","108528593","111266837","114054533","116893245","119786230","122736420","125671031","128658308","131702975","134807588","137966302","141039455","144145300","147271274","150399708","153519459","156538707","159562147","162593060","165639498","168709989","171855075","175022003","178202810","181380573","184532588","187616656","190640455","193599765","196490722","199303099","201881905","",
"Lao PDR","LAO","Population ages 15-64, male","SP.POP.1564.MA.IN","572266","583206","594498","606527","619927","634990","648550","663839","680754","699008","718409","736911","756942","777199","796236","813179","817790","820530","823112","827602","835462","851566","871473","894777","920769","948751","977258","1007820","1039956","1073076","1106726","1134174","1162313","1191017","1220455","1250948","1276793","1305033","1335205","1366606","1399064","1433160","1466870","1502137","1541263","1585149","1635776","1689740","1745354","1800145","1852515","1897359","1940686","1982542","2023170","2063185","2106332","",
"Lebanon","LBN","Population ages 15-64, male","SP.POP.1564.MA.IN","474371","486682","498616","510694","523817","538399","551095","564781","579860","596480","614742","635563","658404","681286","701801","718302","721980","720235","715461","710765","708324","716763","727183","738164","747771","754954","758173","760132","762952","769131","780034","802465","831174","862774","893131","919775","936218","948779","962637","984608","1018971","1069180","1134024","1205388","1272766","1329591","1367925","1394602","1420292","1459086","1519314","1602939","1707935","1819922","1921882","2002970","2060048","",
"Liberia","LBR","Population ages 15-64, male","SP.POP.1564.MA.IN","325110","329720","334409","339349","344885","351217","356412","362551","369583","377364","385824","393182","401468","410649","420710","431638","441225","451664","463256","476351","490995","506083","522659","538728","552087","561651","561856","558144","551926","544866","538312","529722","522426","519813","525891","542517","575703","622019","674653","725348","769075","796555","815781","831272","848802","872000","901778","937809","977545","1017968","1057269","1092505","1126277","1159832","1194701","1231835","1270033","",
"Libya","LBY","Population ages 15-64, male","SP.POP.1564.MA.IN","405666","418339","431570","445514","460540","476841","492379","509311","527533","546999","567727","588914","612327","637513","664038","691778","720014","749699","781599","816987","856686","904368","956873","1012271","1067909","1121916","1164240","1204119","1242943","1282971","1325676","1368314","1414628","1462912","1510507","1555884","1597280","1635742","1672909","1711512","1753069","1797024","1843352","1890658","1936842","1980489","2017631","2052787","2084042","2109302","2127535","2128570","2121697","2112087","2106478","2109508","2131660","",
"St. Lucia","LCA","Population ages 15-64, male","SP.POP.1564.MA.IN","21221","21122","21134","21215","21301","21341","21535","21662","21690","21624","21510","22173","22796","23417","24078","24788","25525","26308","27117","27945","28759","29713","30589","31387","32126","32837","34107","35289","36357","37273","38013","38842","39505","40079","40645","41257","42041","42965","43989","45053","46117","47183","48251","49367","50576","51890","53146","54420","55667","56813","57789","58778","59615","60355","61039","61714","62200","",
"Latin America & Caribbean","LCN","Population ages 15-64, male","SP.POP.1564.MA.IN","59080469","60481626","61915395","63413379","65030477","66793492","68468829","70336262","72353088","74452171","76601989","78752346","80950120","83213230","85574095","88043589","90431063","92916729","95495586","98149102","100867747","103533253","106281353","109090673","111947558","114844432","117687565","120580320","123523833","126521606","129577701","132615104","135707244","138860758","142076073","145346262","148530591","151745398","154976573","158210725","161435421","164558287","167687245","170824763","173976824","177149515","180387271","183642969","186910810","190174703","193411814","196562134","199652174","202677200","205623771","208483950","211102868","",
"Least developed countries: UN classification","LDC","Population ages 15-64, male","SP.POP.1564.MA.IN","65374778","66495709","67738903","69105274","70605338","72244165","73678042","75292441","77046931","78900067","80832026","82429384","84118623","85915017","87838351","89904844","91818942","93936020","96226685","98667030","101247148","103599270","106170885","108947914","111916411","115068308","117925982","121037166","124393148","127992285","131836877","135694714","139832436","144207439","148772025","153493026","157767386","162213521","166848790","171698952","176780254","181739668","186969297","192389850","197913680","203500621","208677441","213965951","219437378","225183905","231268073","237691482","244493548","251630865","259039276","266668959","274241349","",
"Low income","LIC","Population ages 15-64, male","SP.POP.1564.MA.IN","41255833","41936927","42740251","43640895","44605077","45617787","46524920","47482094","48510429","49647592","50905740","51959808","53172558","54508398","55916495","57370773","58666757","60029644","61450808","62933770","64484609","65854166","67314669","68884918","70587264","72430873","74055146","75882472","77889092","80043740","82332738","84628621","87097565","89709833","92440100","95270416","97772433","100385742","103124768","106015965","109084557","112123501","115390052","118836980","122408351","126079309","129617651","133288712","137128748","141191041","145506909","149965515","154716332","159728917","164958792","170377460","175799101","",
"Liechtenstein","LIE","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 15-64, male","SP.POP.1564.MA.IN","2837386","2905939","2987472","3038069","3142108","3226684","3312744","3391833","3477831","3561380","3654610","3715619","3785590","3879671","3962933","4048259","4134046","4214757","4299352","4396637","4496640","4531581","4618587","4707753","4797222","4886423","4976957","5070597","5165920","5262616","5359550","5459050","5553853","5645443","5735514","5824763","5902279","5979612","6057340","6133546","6206683","6264770","6312671","6353009","6389631","6424668","6450487","6478894","6509557","6540617","6570001","6579989","6589653","6602506","6627537","6660465","6715411","",
"Lower middle income","LMC","Population ages 15-64, male","SP.POP.1564.MA.IN","271701023","276037353","280484379","285203723","290617535","296816178","302663621","309415773","316932738","324939843","333305509","341239997","349630708","358504060","367889597","377817710","387123777","397124231","407735900","418841582","430347222","441286159","452686905","464538096","476898180","489786580","501838386","514673296","528115426","541955227","556491789","569904706","583707674","597926508","612646751","628013213","642938549","658584885","674868697","691586236","708604467","724531447","740767485","757337083","774230650","791395278","807953184","824785632","841837144","859058866","876504481","893236467","910104679","927127435","944159069","961192416","977519382","",
"Low & middle income","LMY","Population ages 15-64, male","SP.POP.1564.MA.IN","648337770","653474313","661550284","673149563","686320495","701957632","716683587","733892655","753301279","773849781","794732050","814280986","833967189","854164835","875213312","897206597","918532739","941114058","965244631","990619167","1016722166","1042730594","1069798893","1097356334","1125243773","1153872467","1180236244","1207888021","1236131975","1264524124","1293401819","1318458679","1345063970","1372881654","1401230935","1429963191","1460258688","1490046497","1520026902","1551453970","1584725976","1615977010","1649082922","1683585547","1718201192","1752176918","1783287447","1814058774","1844416767","1874426497","1903985400","1931977677","1959779678","1987321429","2014521106","2041348277","2066399902","",
"Lesotho","LSO","Population ages 15-64, male","SP.POP.1564.MA.IN","200974","202516","204453","206789","209439","212353","215810","219642","223785","228124","232590","236241","239968","244043","248821","254512","261915","270317","279475","289039","298757","306732","314730","322911","331406","340286","349300","358731","368567","378886","389786","401708","414102","426563","438587","449795","456270","461645","466453","471472","477321","484455","492771","501895","511245","520436","530461","539975","549296","558922","569080","579486","590540","602083","613834","625581","635839","",
"Late-demographic dividend","LTE","Population ages 15-64, male","SP.POP.1564.MA.IN","316166341","315603285","317849167","323269956","329480004","337130691","344449822","353114007","363033429","373489698","383837942","393507353","402850368","412169674","421700733","431503298","441438492","451748881","462823688","474522363","486415160","498881389","511792548","524551859","536948056","549387521","560631792","572188336","583506423","594365037","604720825","612515300","620289561","629332262","638302229","647586476","658450822","668024770","677162997","687087806","698191198","708712200","720360993","732801676","745054454","756532489","766280213","775512864","784033567","791694449","798122816","803314149","807636207","811108106","813938692","816226687","817502074","",
"Lithuania","LTU","Population ages 15-64, male","SP.POP.1564.MA.IN","816913","830256","842250","852497","862423","872183","882290","892534","902529","910924","920546","933969","945940","957689","971016","986148","1000050","1016257","1033301","1048342","1061531","1075178","1089046","1103180","1117300","1131666","1144421","1158308","1172319","1182541","1187051","1186081","1181740","1173519","1163802","1154584","1143541","1133713","1125246","1118266","1112688","1107943","1103417","1098831","1090819","1077205","1061878","1051216","1042564","1033259","1013953","989045","973838","961965","951263","939169","925279","",
"Luxembourg","LUX","Population ages 15-64, male","SP.POP.1564.MA.IN","106094","106210","106842","107431","108218","109100","109264","109108","109032","109407","110011","111283","113108","115006","117228","119263","120229","120753","121317","122092","123225","124053","124780","125514","126329","127180","128240","129568","130920","132421","134082","135484","136675","137753","138894","140253","141542","142923","144471","146267","148132","149624","150972","152695","154893","157457","160675","164003","167838","171820","175765","180801","186269","191654","197197","202754","206923","",
"Latvia","LVA","Population ages 15-64, male","SP.POP.1564.MA.IN","623368","635107","646596","658699","671312","682873","690693","699440","709917","719293","726903","733499","739776","746131","753835","762230","765823","771635","778755","784678","789413","793857","797990","802601","808438","815870","823720","834982","846835","853619","853610","844530","827611","806580","789738","776975","770227","765596","762408","761032","759057","753105","747971","744434","740191","736068","728605","722395","714514","701898","685848","670341","658601","647927","638338","629902","621497","",
"Macao SAR, China","MAC","Population ages 15-64, male","SP.POP.1564.MA.IN","43289","43708","44811","46457","48651","51472","54858","59124","63853","68399","72327","76335","79240","81195","82604","83789","84151","84477","84781","85038","85349","87990","90551","93280","96483","100190","102786","106203","109859","113102","115696","118055","119888","121464","123239","125461","128023","130844","133986","137532","141566","147055","153135","159644","166311","172976","180095","187074","193804","200233","206264","211038","215563","219605","222921","225417","226719","",
"St. Martin (French part)","MAF","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 15-64, male","SP.POP.1564.MA.IN","3184052","3221637","3250386","3277962","3315836","3370483","3428252","3502328","3589780","3684443","3783654","3885509","3994976","4113571","4243730","4386445","4539584","4703298","4875816","5053841","5234513","5403823","5576493","5750632","5925329","6100424","6260366","6426161","6595258","6763539","6929446","7100248","7261281","7419360","7584617","7761526","7929469","8112381","8303656","8490966","8668196","8852311","9017385","9171050","9325169","9485165","9646939","9819688","9999852","10179543","10354614","10548224","10736007","10916444","11091305","11260654","11406513","",
"Monaco","MCO","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 15-64, male","SP.POP.1564.MA.IN","721086","731925","740947","749051","757649","768740","782601","798635","816309","835328","855093","879791","903466","926381","948637","969798","985371","1001294","1017729","1032925","1046606","1059733","1071212","1081544","1091703","1101543","1107301","1112643","1117311","1121106","1124427","1125004","1126713","1129010","1131944","1134864","1141164","1146073","1155722","1165828","1177518","1190012","1204002","1218425","1233230","1247263","1253898","1260412","1266221","1271456","1275587","1279838","1284144","1287486","1288756","1287578","1280427","",
"Madagascar","MDG","Population ages 15-64, male","SP.POP.1564.MA.IN","1434379","1451104","1468305","1487571","1511415","1540870","1566229","1598148","1635443","1675873","1718087","1754021","1793370","1836193","1882848","1933428","1979242","2029801","2084924","2144544","2208505","2266687","2330957","2400244","2473159","2549033","2621124","2696822","2777114","2863177","2955350","3042825","3137488","3238767","3345516","3456892","3563655","3677009","3796460","3922049","4053891","4180132","4315461","4458827","4609043","4765725","4924956","5089759","5261552","5442613","5633838","5826792","6030865","6243850","6461942","6682828","6902841","",
"Maldives","MDV","Population ages 15-64, male","SP.POP.1564.MA.IN","29944","30246","30601","30950","31237","31434","31285","31028","30801","30752","30995","31944","33248","34785","36392","37979","39060","40149","41257","42433","43699","45052","46432","47844","49309","50819","51776","52885","54079","55275","55153","57034","58433","60189","60909","63674","66253","67840","71017","75067","78664","84045","89462","95689","102354","109373","117291","126869","135460","138254","144216","151313","157357","163041","168393","173541","177658","",
"Middle East & North Africa","MEA","Population ages 15-64, male","SP.POP.1564.MA.IN","28350086","28900395","29495608","30136958","30862676","31681963","32457096","33367578","34355236","35405171","36502073","37533277","38625693","39804304","41053926","42384280","43767274","45231174","46779059","48420096","50143518","51826368","53601810","55455581","57369086","59351508","61262883","63270971","65347460","67471002","70152177","72363231","73821368","76144298","78550519","81711383","84361686","87095175","89896619","92806697","95848236","99165239","102599070","106161708","109845981","113616785","117297295","121075577","124845888","128497832","131932775","135044042","137952072","140686655","143331606","145954274","148442682","",
"Mexico","MEX","Population ages 15-64, male","SP.POP.1564.MA.IN","9515225","9777864","10037329","10303288","10592383","10913193","11240890","11597928","11982142","12384665","12799427","13219574","13644013","14075549","14524146","14995625","15432669","15918499","16435637","16958908","17479185","18062795","18617929","19169043","19752215","20383222","21050146","21751745","22479431","23212312","23938096","24647531","25367812","26087230","26794660","27483525","28143657","28776803","29387843","29985989","30577574","31157727","31727352","32299740","32892097","33518545","34241243","35010463","35812800","36626214","37432185","38230896","39009236","39768864","40515495","41251059","41936925","",
"Marshall Islands","MHL","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population ages 15-64, male","SP.POP.1564.MA.IN","607081937","611537386","618810033","629508668","641715418","656339845","670158667","686410561","704790850","724202189","743826310","762321178","780794631","799656437","819296817","839835824","859865982","881084414","903793823","927685397","952237557","976876428","1002484224","1028471416","1054656509","1081441594","1106181098","1132005549","1158242883","1184480384","1211069081","1233830058","1257966405","1283171821","1308790835","1334692775","1362486255","1389660755","1416902134","1445438005","1475641419","1503853509","1533692870","1564748567","1595792841","1626097609","1653669796","1680770062","1707288019","1733235456","1758478491","1782012162","1805063346","1827592512","1849562314","1870970817","1890600801","",
"Macedonia, FYR","MKD","Population ages 15-64, male","SP.POP.1564.MA.IN","431632","438927","445669","452701","461133","471407","482393","495070","508651","521833","533807","542984","551384","559012","566218","573454","583099","592344","601482","611013","620976","630411","639890","648926","656693","662814","666002","668140","669255","669458","668903","667236","664880","662651","661619","662395","665976","671837","679136","686581","693310","699128","703828","707866","712076","716868","720839","725555","730547","735082","738745","741854","743854","744844","745123","744847","742603","",
"Mali","MLI","Population ages 15-64, male","SP.POP.1564.MA.IN","1514250","1519252","1524794","1532084","1543516","1560223","1565103","1576545","1593524","1614385","1638165","1651351","1669645","1691746","1716592","1743595","1755748","1771538","1791011","1814508","1842272","1860833","1885108","1912927","1941804","1970418","1974109","1978436","1986113","2000525","2024117","2066008","2118709","2179832","2246475","2316687","2379215","2447396","2521047","2600079","2684618","2767369","2856562","2951849","3053138","3160144","3258698","3365018","3477198","3593384","3712744","3813444","3920109","4033468","4154626","4284982","4426132","",
"Malta","MLT","Population ages 15-64, male","SP.POP.1564.MA.IN","83258","83804","84882","86362","87984","89205","89634","90113","90556","90804","91344","92551","93101","93331","93620","94877","95771","96901","98817","100543","102002","102983","105351","106964","107184","109393","111351","112214","113267","114589","116045","119455","121082","122788","124470","125862","127411","129081","130604","132077","133653","135055","136532","137909","139272","140496","141816","142914","144207","145384","145914","146109","146694","147376","147964","148673","149294","",
"Myanmar","MMR","Population ages 15-64, male","SP.POP.1564.MA.IN","5759416","5823291","5889181","5964425","6059907","6180387","6298627","6441275","6603512","6777756","6959481","7121549","7297626","7484621","7679965","7882785","8075386","8276071","8485871","8706855","8939767","9159962","9391256","9633422","9887273","10153187","10395744","10658942","10934685","11212046","11485706","11738387","11980531","12221484","12474007","12743981","13011147","13289954","13575464","13858341","14131583","14358031","14575873","14781768","14974981","15157171","15288327","15420159","15557166","15703044","15862097","16080863","16306469","16541445","16788447","17045089","17293163","",
"Middle East & North Africa (excluding high income)","MNA","Population ages 15-64, male","SP.POP.1564.MA.IN","26182945","26658856","27158559","27703167","28324291","29038469","29719883","30515390","31398097","32329210","33288641","34152556","35067441","36036675","37067141","38163668","39268690","40430455","41658758","42963303","44343010","45656281","47054907","48525962","50052104","51625324","53149032","54745019","56409434","58142962","60443533","62287836","64208224","66212459","68303192","70483213","72810399","75205747","77665194","80215250","82859344","85582899","88378070","91226848","94078513","96874124","99318461","101715783","104046581","106291928","108449754","110417785","112294589","114102804","115894819","117706104","119427844","",
"Montenegro","MNE","Population ages 15-64, male","SP.POP.1564.MA.IN","135500","138858","142250","145418","148099","150152","149932","149039","147996","147364","147493","149884","153087","156883","160970","165075","168336","171676","175117","178631","182245","186306","190280","194041","197475","200457","201580","202263","202540","202449","202128","203076","203747","204197","204496","204624","203970","203303","202705","202184","201760","202194","202542","202886","202999","203414","204109","205238","206703","208285","209667","210194","210620","210971","211127","210943","210564","",
"Mongolia","MNG","Population ages 15-64, male","SP.POP.1564.MA.IN","274961","278096","280834","283601","287201","292032","295369","300793","307640","314882","322070","329601","336810","344355","353340","364264","374639","387320","401668","416569","431428","445660","459745","474187","489814","506982","523686","541807","560566","578981","596408","607693","619116","630525","641939","653812","669354","684456","700037","717399","737039","756813","778833","802283","825477","847311","866832","884609","901013","916813","932381","945315","958098","970254","981584","992203","999495","",
"Northern Mariana Islands","MNP","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population ages 15-64, male","SP.POP.1564.MA.IN","1944744","1972278","2004248","2040375","2080928","2126085","2162006","2204215","2252026","2304500","2361066","2407527","2458998","2516057","2579802","2650668","2715255","2788961","2868243","2948946","3028436","3076869","3125350","3169916","3206116","3231814","3180168","3119755","3065092","3032165","3030515","3156042","3308260","3475580","3643093","3800890","3909111","4016550","4126453","4242679","4367882","4488387","4619070","4758681","4906523","5062195","5207251","5362968","5528961","5704727","5890250","6075510","6272168","6480400","6700789","6933606","7168958","",
"Mauritania","MRT","Population ages 15-64, male","SP.POP.1564.MA.IN","223234","227924","233004","238515","244560","251212","257396","264271","271812","279974","288718","296703","305420","314802","324774","335290","345041","355521","366666","378398","390680","402087","414148","426801","439988","453673","466159","479293","493049","507362","522243","536391","551300","567190","584371","603050","624288","647230","671569","696915","722986","747985","773903","800721","828435","857068","885170","914339","944732","976583","1009982","1044512","1080797","1118416","1156927","1196043","1232970","",
"Mauritius","MUS","Population ages 15-64, male","SP.POP.1564.MA.IN","165587","170853","175469","179911","184674","190073","194933","200843","207404","213996","220329","227068","232839","238312","244452","251686","260320","268964","276022","283121","289241","296982","304309","310999","318278","324873","330632","336540","342240","347830","352646","358665","364493","369241","374949","379243","382204","387438","392676","398654","402944","407623","410756","413575","416696","420891","424215","428767","433537","437449","440282","442793","444845","445888","446497","446859","447075","",
"Malawi","MWI","Population ages 15-64, male","SP.POP.1564.MA.IN","902365","920190","942277","967213","992890","1018342","1038247","1059068","1081277","1105997","1133890","1158235","1186548","1218346","1252970","1290167","1324814","1363866","1405977","1449637","1494293","1529388","1566096","1610014","1668294","1744928","1854828","1985337","2123905","2254581","2366846","2409934","2431185","2440905","2452452","2475174","2514847","2571122","2639628","2715622","2795853","2867398","2945989","3031369","3122504","3218960","3321179","3427567","3538985","3657904","3785674","3914173","4056254","4208543","4365718","4525356","4694892","",
"Malaysia","MYS","Population ages 15-64, male","SP.POP.1564.MA.IN","2141658","2195398","2250190","2308165","2372400","2444001","2514967","2596527","2684320","2771447","2854691","2950660","3037538","3121530","3212317","3314740","3421995","3543438","3674248","3805393","3931405","4049530","4163017","4276824","4399114","4534943","4692602","4866939","5053632","5243967","5431073","5607566","5779235","5950213","6127116","6314227","6518093","6730633","6950861","7176860","7406711","7621368","7851241","8094160","8343519","8592358","8813770","9038420","9271329","9516665","9772464","10045631","10317196","10580357","10829241","11060187","11240754","",
"North America","NAC","Population ages 15-64, male","SP.POP.1564.MA.IN","59145720","59976975","60929032","61975030","63076831","64145225","65145150","66155748","67167122","68230600","69501162","71028758","72470637","73880543","75312335","76832231","77843938","78945937","80104574","81287212","82366035","83506211","84611519","85634917","86567776","87456575","88187303","88890264","89590990","90386319","91348566","92358524","93472529","94613424","95776525","97007669","98186546","99547459","100962293","102403478","103830988","105148315","106343057","107479104","108738094","110061769","111108958","112244625","113412380","114459944","115370357","116117131","116863018","117511246","118143490","118674470","119191638","",
"Namibia","NAM","Population ages 15-64, male","SP.POP.1564.MA.IN","162910","166238","169907","173871","178091","182572","186623","190959","195615","200643","206054","211330","216937","222651","228179","233333","235191","236845","238471","240269","242500","245634","249388","254267","260849","269487","284844","302301","321176","340542","359649","375018","390050","404998","420319","436363","452287","469166","486236","502585","517619","526609","534086","540786","547674","555377","563172","571718","581351","592259","604493","620668","638151","656552","675454","694526","711962","",
"New Caledonia","NCL","Population ages 15-64, male","SP.POP.1564.MA.IN","25291","25972","26637","27325","28055","28812","29700","30634","31594","32997","35449","37672","39061","39698","40315","40803","40881","41377","41877","42243","42724","43615","44505","45362","46366","47543","48755","50263","51899","53548","55325","57298","59133","60936","62779","64387","65506","66697","67908","69126","70349","71641","72926","74044","75113","76340","77936","79307","81065","82432","84343","86039","87957","89445","91261","93111","94826","",
"Niger","NER","Population ages 15-64, male","SP.POP.1564.MA.IN","772900","791954","809992","828483","850093","876178","898863","926742","958782","993228","1029207","1061907","1095679","1130991","1168586","1209178","1254021","1297606","1340252","1382412","1425042","1452926","1487574","1526966","1568917","1612929","1660945","1706443","1751025","1797404","1848616","1906844","1976599","2055583","2141076","2231744","2326636","2423590","2521489","2620100","2720612","2810461","2906961","3008489","3113801","3223393","3333755","3450424","3573284","3703106","3841138","3983051","4134744","4295245","4463712","4640664","4818981","",
"Nigeria","NGA","Population ages 15-64, male","SP.POP.1564.MA.IN","12490761","12700161","12945268","13216851","13503925","13801495","14043432","14308281","14594816","14903215","15233805","15520406","15830958","16174262","16561778","16998623","17432550","17934147","18479066","19036743","19589221","19996280","20405508","20829613","21289434","21799934","22304770","22874214","23500553","24172516","24883020","25542176","26248559","27001393","27799588","28640820","29411681","30234576","31102114","32003856","32932202","33757407","34624977","35532011","36477775","37462068","38362507","39325154","40344004","41412685","42528635","43606268","44741092","45939951","47214174","48568219","49883299","",
"Nicaragua","NIC","Population ages 15-64, male","SP.POP.1564.MA.IN","437912","448292","458031","467963","479564","493621","509110","526389","545464","566042","587846","608846","631218","654526","678257","702142","723994","746320","768849","791419","814028","834937","855501","876032","897034","918881","939913","961913","985000","1009291","1035064","1065417","1097315","1130569","1165004","1200401","1236820","1273659","1310749","1347807","1384643","1421468","1457789","1493587","1528778","1563405","1600500","1636312","1671381","1706572","1742293","1778851","1816481","1854155","1890293","1924098","1958400","",
